Product_ID,Product_Name,Category,Unit_Cost_USD,Year,Month,Demand_Units,Warehouse_ID,Supplier_ID,Stock_Units,Reorder_Point_Units,Inventory_Lead_Time_Days,Inventory_Value_USD,Supplier_Name,Supplier_Lead_Time_Days,Reliability_Score,Holding_Cost_Per_Unit_USD,Warehouse_Location,Warehouse_Capacity_Units
P3070,Product2071 ,brake pads,58.94,2022,1,53,W7,S154,751,366,27,20797.65,Supplier_55,26,0.9,0.39, Dallas,68292
P2793, Product1794,brake pads,264.36,2022,2,232,W9,S149,71,378,12,25007.1,Supplier_50,17,0.89,1.34,San Diego ,47212
P3834, Product2835,bolts,48.55,2022,9,166,W3,S132,21,176,23,39004.38,Supplier_33,9,0.98,0.56,Philadelphia ,48714
P3981, Product2982,battery packs,303.83,2023,1,196,W9,S175,919,460,10,44259.41,Supplier_76,13,1,0.56,San Diego ,47212
P2904,Product1905 ,engine parts,258.78,2023,1,67,W6,S107,525,179,8,12546.36,Supplier_8,16,0.88,0.71,Los Angeles ,44647
P3142,Product2143 ,battery packs,342.03,2022,5,86,W4,S174,5620,228,15,28112.34,Supplier_75,10,0.83,0.73, Chicago,78107
P3093,Product2094 ,GEARS,457.42,2023,9,388,W8,S189,513,457,23,8381.93,Supplier_90,11,0.97,0.14, Houston,20877
P1557,Product558 ,BOLTS,464.73,2023,6,462,W7,S131,297,264,27,6622.86,Supplier_32,17,0.85,0.3, Dallas,68292
P3719,Product2720 ,GEARS,428.47,2022,12,294,W8,S104,31,405,23,33928.49,Supplier_5,15,0.82,1.03, Houston,20877
P2669, Product1670,engine parts,340.08,2023,1,303,W3,S133,626,117,18,39840.85,Supplier_34,13,0.85,0.87,Philadelphia ,48714
P2211,Product1212 ,bolts,77.32,2023,10,329,W4,S123,566,110,11,39971.37,Supplier_24,29,0.8,1.15, Chicago,78107
P1293, Product294,brake pads,277.35,2022,4,86,W3,S106,760,273,28,37689.48,Supplier_7,29,0.94,0.93,Philadelphia ,48714
P1561, Product562,battery packs,99.46,2023,9,145,W7,S130,586,141,9,42756.22,Supplier_31,7,0.84,0.24, Dallas,68292
P3759, Product2760,engine parts,26.22,2023,5,3320,W10,S166,706,100,21,6651.21,Supplier_67,6,0.88,0.69, Chicago,56222
P3602,Product2603 ,bolts,16.49,2023,3,2170,W1,S133,704,274,13,15337.61,Supplier_34,13,0.85,1.39, Phoenix,69569
P1505,Product506 ,GEARS,207.52,2022,1,219,W7,S198,136,81,26,36514,Supplier_99,27,0.99,0.25, Dallas,68292
P1116, Product117,gears,41.1,2023,8,72,W10,S177,91,484,25,6868.16,Supplier_78,22,0.99,0.4, Chicago,56222
P3142,Product2143 ,battery packs,342.03,2023,2,61,W4,S174,5620,228,15,28112.34,Supplier_75,10,0.83,0.73, Chicago,78107
P3165,Product2166 ,BATTERY PACKS,91.54,2022,3,240,W9,S150,335,105,5,10512.23,Supplier_51,23,0.98,1.42,San Diego ,47212
P2951, Product1952,engine parts,94.26,2023,1,362,W10,S122,595,397,27,17127.64,Supplier_23,15,0.9,0.27, Chicago,56222
P3751, Product2752,BATTERY PACKS,28.83,2022,8,127,W6,S116,952,498,7,27588.92,Supplier_17,29,0.8,0.85,Los Angeles ,44647
P1117,Product118 ,battery packs,289.06,2022,6,359,W5,S113,248,119,24,15988.66,Supplier_14,25,0.81,0.86, New York,43441
P1285,Product286 ,BOLTS,477.98,2023,6,376,W3,S105,776,168,21,29857.1,Supplier_6,14,0.9,0.5,Philadelphia ,48714
P2369,Product1370 ,battery packs,468.87,2022,4,169,W6,S164,639,338,27,34589.75,Supplier_65,25,0.9,0.46,Los Angeles ,44647
P2337, Product1338,BOLTS,193.69,2022,3,300,W6,S132,456,384,27,16923.3,Supplier_33,9,0.98,0.23,Los Angeles ,44647
P2558,Product1559 ,gears,407.35,2022,2,370,W2,S151,860,82,6,31088.84,Supplier_52,19,0.91,1.27, Dallas,37687
P1783, Product784,ENGINE PARTS,415.14,2022,11,479,W1,S173,720,264,6,2331.28,Supplier_74,6,0.88,0.32, Phoenix,69569
P1115,Product116 ,brake pads,384.34,2022,11,115,W4,S154,281,453,7,42547.12,Supplier_55,26,0.9,1.45, Chicago,78107
P1497,Product498 ,BOLTS,51.99,2022,2,438,W5,S179,720,443,16,49221.04,Supplier_80,11,0.92,0.47, New York,43441
P2965, Product1966,bolts,419.9,2023,9,102,W9,S175,689,415,18,31176.06,Supplier_76,13,1,0.96,San Diego ,47212
P1858,Product859 ,gears,59.71,2022,11,102,W2,S174,681,438,24,26706.67,Supplier_75,10,0.83,1, Dallas,37687
P1267, Product268,brake pads,11.7,2022,6,470,W7,S114,738,245,16,5462.18,Supplier_15,28,0.81,0.78, Dallas,68292
P1966,Product967 ,BRAKE PADS,472.64,2022,5,282,W8,S133,733,56,20,31365.85,Supplier_34,13,0.85,0.7, Houston,20877
P2066,Product1067 ,gears,453.1,2023,2,335,W9,S153,429,125,23,26524.5,Supplier_54,15,0.82,0.6,San Diego ,47212
P1061,Product62 ,gears,202.67,2023,9,486,W7,S178,350,197,9,11236.2,Supplier_79,11,0.94,0.8, Dallas,68292
P1019, Product20,BRAKE PADS,421,2022,6,421,W3,S114,260,214,13,21675.76,Supplier_15,28,0.81,0.63,Philadelphia ,48714
P1932, Product933,BATTERY PACKS,148.72,2022,4,443,W3,S146,473,336,17,46552.1,Supplier_47,20,0.9,0.61,Philadelphia ,48714
P2171,Product1172 ,GEARS,285.84,2023,6,101,W4,S117,184,333,8,42362.02,Supplier_18,22,0.88,0.35, Chicago,78107
P1072,Product73 ,battery packs,193.11,2023,7,257,W2,S169,183,160,16,23214.87,Supplier_70,26,0.81,1.41, Dallas,37687
P1140,Product141 ,battery packs,13.93,2022,2,410,W5,S174,4,50,26,7370.64,Supplier_75,10,0.83,1.42, New York,43441
P3615,Product2616 ,battery packs,369.17,2023,11,467,W8,S171,487,259,27,4164.45,Supplier_72,27,0.81,0.41, Houston,20877
P3755,Product2756 ,bolts,493.85,2022,10,1430,W9,S125,368,224,21,32817.12,Supplier_26,22,0.98,0.17,San Diego ,47212
P3891,Product2892 ,GEARS,151.98,2023,11,227,W10,S100,916,255,9,26642.83,Supplier_1,18,0.93,0.24, Chicago,56222
P3884,Product2885 ,BRAKE PADS,169.56,2023,2,181,W1,S149,299,239,12,30401.22,Supplier_50,17,0.89,0.35, Phoenix,69569
P3625, Product2626,ENGINE PARTS,179.98,2023,5,355,W8,S110,113,92,17,21197.5,Supplier_11,7,0.9,0.82, Houston,20877
P2030,Product1031 ,bolts,207.92,2023,2,268,W8,S173,17,417,19,34107.92,Supplier_74,6,0.88,1.19, Houston,20877
P2185, Product1186,ENGINE PARTS,71.6,2022,4,78,W5,S141,67,249,16,22795.91,Supplier_42,11,0.92,0.26, New York,43441
P1811,Product812 ,brake pads,193.52,2023,9,205,W10,S133,409,193,10,12846.72,Supplier_34,13,0.85,0.17, Chicago,56222
P1919,Product920 ,battery packs,307.29,2023,11,98,W6,S164,139,200,20,2784.31,Supplier_65,25,0.9,0.28,Los Angeles ,44647
P3320,Product2321 ,GEARS,482.9,2022,7,50,W9,S174,677,343,28,49277.99,Supplier_75,10,0.83,0.72,San Diego ,47212
P3681, Product2682,gears,297.79,2022,9,469,W9,S107,255,261,29,12241.08,Supplier_8,16,0.88,1.44,San Diego ,47212
P3390, Product2391,brake pads,333.8,2023,8,203,W3,S143,728,261,26,24843.51,Supplier_44,18,0.84,0.5,Philadelphia ,48714
P2937,Product1938 ,GEARS,406.11,2023,9,209,W6,S109,355,307,15,46407.44,Supplier_10,9,0.83,0.92,Los Angeles ,44647
P2151,Product1152 ,gears,498.73,2023,11,105,W4,S146,615,61,15,49970.01,Supplier_47,20,0.9,0.73, Chicago,78107
P3357,Product2358 ,engine parts,475,2022,4,191,W1,S108,194,68,14,43471.53,Supplier_9,13,0.89,1.06, Phoenix,69569
P1671,Product672 ,BATTERY PACKS,167.63,2022,6,354,W2,S189,816,202,13,16441.97,Supplier_90,11,0.97,1.17, Dallas,37687
P3451, Product2452,BOLTS,315.69,2022,4,499,W9,S181,665,477,12,1283.8,Supplier_82,13,0.91,0.96,San Diego ,47212
P1272, Product273,bolts,116.8,2022,11,120,W8,S117,77,412,15,14530.35,Supplier_18,22,0.88,1.41, Houston,20877
P2904,Product1905 ,engine parts,258.78,2022,6,215,W6,S107,525,179,8,12546.36,Supplier_8,16,0.88,0.71,Los Angeles ,44647
P2160, Product1161,engine parts,224.62,2023,5,150,W7,S102,759,405,9,3894.73,Supplier_3,28,0.9,1.03, Dallas,68292
P3200,Product2201 ,GEARS,400.18,2023,1,146,W2,S137,131,248,14,26678.58,Supplier_38,14,0.96,0.34, Dallas,37687
P1972, Product973,ENGINE PARTS,100.65,2022,4,219,W10,S156,558,470,5,21599.09,Supplier_57,27,0.92,0.53, Chicago,56222
P3397, Product2398,GEARS,196.94,2022,4,86,W1,S107,858,438,20,7708.86,Supplier_8,16,0.88,0.82, Phoenix,69569
P2911, Product1912,GEARS,421.25,2023,10,74,W7,S121,628,123,18,26410.07,Supplier_22,11,0.88,0.7, Dallas,68292
P1054, Product55,BOLTS,172.99,2023,10,446,W6,S132,26,306,13,18536,Supplier_33,9,0.98,0.37,Los Angeles ,44647
P2281, Product1282,GEARS,177.54,2023,8,122,W3,S147,24,288,17,1985.81,Supplier_48,11,0.87,0.79,Philadelphia ,48714
P1862, Product863,battery packs,200.01,2023,6,409,W6,S104,526,401,23,23485.69,Supplier_5,15,0.82,0.17,Los Angeles ,44647
P2561,Product1562 ,engine parts,131.87,2023,1,56,W8,S164,318,118,26,11886.47,Supplier_65,25,0.9,0.11, Houston,20877
P1007, Product8,ENGINE PARTS,75.69,2023,7,363,W5,S122,251,363,20,45978.87,Supplier_23,15,0.9,0.85, New York,43441
P1147, Product148,battery packs,312.25,2023,1,278,W6,S143,785,354,22,4482.34,Supplier_44,18,0.84,0.84,Los Angeles ,44647
P2809, Product1810,GEARS,24.83,2023,2,105,W9,S145,35,333,19,46096.12,Supplier_46,27,0.83,1.21,San Diego ,47212
P1628, Product629,brake pads,201.15,2023,9,4280,W4,S110,28,171,10,20494.33,Supplier_11,7,0.9,0.57, Chicago,78107
P3276, Product2277,ENGINE PARTS,123.79,2022,5,217,W10,S107,335,385,29,3318.77,Supplier_8,16,0.88,0.54, Chicago,56222
P1714, Product715,BATTERY PACKS,66.43,2022,11,463,W10,S153,555,436,7,30541.59,Supplier_54,15,0.82,0.79, Chicago,56222
P3132, Product2133,brake pads,68.12,2022,10,413,W8,S122,109,405,29,10568.89,Supplier_23,15,0.9,0.45, Houston,20877
P1452, Product453,BATTERY PACKS,328.5,2022,9,203,W6,S189,824,343,29,1098.8,Supplier_90,11,0.97,0.17,Los Angeles ,44647
P3465,Product2466 ,BOLTS,176.82,2022,2,88,W1,S162,661,426,16,35292.84,Supplier_63,24,0.85,0.8, Phoenix,69569
P2095, Product1096,BATTERY PACKS,247.36,2022,9,4220,W8,S180,498,408,16,43764.04,Supplier_81,8,0.88,1.06, Houston,20877
P2452, Product1453,ENGINE PARTS,198.69,2023,11,157,W10,S157,866,52,9,16327.53,Supplier_58,18,1,1.35, Chicago,56222
P2154, Product1155,engine parts,146.06,2023,6,463,W2,S139,2270,467,15,9946.16,Supplier_40,29,0.91,0.42, Dallas,37687
P1478, Product479,ENGINE PARTS,300.3,2022,11,357,W5,S161,35,124,13,34689.69,Supplier_62,12,0.92,0.15, New York,43441
P2240,Product1241 ,BOLTS,459.85,2023,5,153,W2,S114,339,75,20,6876.99,Supplier_15,28,0.81,0.15, Dallas,37687
P3251, Product2252,battery packs,292,2022,2,164,W6,S108,519,244,27,46701.1,Supplier_9,13,0.89,0.45,Los Angeles ,44647
P2306, Product1307,BOLTS,20.56,2023,7,431,W1,S113,903,335,8,17940.07,Supplier_14,25,0.81,1.26, Phoenix,69569
P2605,Product1606 ,bolts,449.44,2023,2,138,W5,S168,955,407,23,40682.53,Supplier_69,12,0.84,1.05, New York,43441
P1519, Product520,ENGINE PARTS,241.98,2023,9,116,W4,S148,844,202,18,28497.83,Supplier_49,17,0.82,1.29, Chicago,78107
P4007, Product3008,BRAKE PADS,417.92,2022,9,463,W3,S165,678,90,6,22086.34,Supplier_66,21,0.95,1.46,Philadelphia ,48714
P1723, Product724,ENGINE PARTS,53.64,2023,12,385,W5,S157,694,101,9,45000.63,Supplier_58,18,1,0.68, New York,43441
P3276, Product2277,ENGINE PARTS,123.79,2022,6,343,W10,S107,335,385,29,3318.77,Supplier_8,16,0.88,0.54, Chicago,56222
P3424,Product2425 ,BRAKE PADS,194.64,2022,1,251,W6,S111,955,497,14,42719.8,Supplier_12,9,1,1.36,Los Angeles ,44647
P1721, Product722,BRAKE PADS,22.94,2022,2,295,W4,S146,592,487,14,48302.4,Supplier_47,20,0.9,1.44, Chicago,78107
P2187,Product1188 ,gears,388,2022,1,418,W1,S184,609,125,27,27693.86,Supplier_85,15,0.8,0.85, Phoenix,69569
P1605, Product606,BOLTS,176.04,2023,10,121,W3,S156,701,104,9,24949.72,Supplier_57,27,0.92,1.4,Philadelphia ,48714
P2256, Product1257,battery packs,59.21,2023,4,273,W2,S122,794,115,19,18347.3,Supplier_23,15,0.9,0.53, Dallas,37687
P3801, Product2802,battery packs,93.91,2022,7,308,W6,S148,311,100,28,8697.84,Supplier_49,17,0.82,1.32,Los Angeles ,44647
P2074, Product1075,GEARS,271.6,2022,1,282,W4,S113,105,134,28,3662.33,Supplier_14,25,0.81,1.39, Chicago,78107
P1512,Product513 ,BATTERY PACKS,437.21,2022,4,264,W9,S121,372,341,14,47805.16,Supplier_22,11,0.88,0.41,San Diego ,47212
P3296,Product2297 ,BOLTS,394,2022,10,397,W4,S126,2170,130,28,36342.07,Supplier_27,6,0.94,0.19, Chicago,78107
P2466, Product1467,battery packs,16.71,2023,5,167,W6,S167,719,355,27,35821.2,Supplier_68,5,0.82,1.34,Los Angeles ,44647
P1164, Product165,bolts,104.28,2022,4,320,W7,S163,239,146,29,32126.38,Supplier_64,6,0.9,1.19, Dallas,68292
P2734, Product1735,brake pads,157.87,2022,8,182,W1,S166,687,71,9,17324.4,Supplier_67,6,0.88,0.66, Phoenix,69569
P3390, Product2391,brake pads,333.8,2023,7,142,W7,S178,609,114,16,6146.6,Supplier_79,11,0.94,1.45, Dallas,68292
P2186,Product1187 ,BATTERY PACKS,90.82,2023,4,289,W5,S151,731,484,6,25558.63,Supplier_52,19,0.91,1.15, New York,43441
P2022, Product1023,brake pads,196.53,2023,4,420,W1,S124,561,304,24,18166.03,Supplier_25,27,0.82,1.33, Phoenix,69569
P3644, Product2645,engine parts,468.94,2023,6,363,W9,S179,662,238,21,7876.56,Supplier_80,11,0.92,0.84,San Diego ,47212
P3884,Product2885 ,BRAKE PADS,169.56,2023,7,374,W1,S149,299,239,12,30401.22,Supplier_50,17,0.89,0.35, Phoenix,69569
P2337, Product1338,BOLTS,193.69,2023,5,495,W6,S132,456,384,27,16923.3,Supplier_33,9,0.98,0.23,Los Angeles ,44647
P2383,Product1384 ,engine parts,291.57,2022,10,265,W6,S133,323,69,19,47338.03,Supplier_34,13,0.85,0.99,Los Angeles ,44647
P1516, Product517,engine parts,379.24,2022,3,197,W1,S108,229,168,7,25196.38,Supplier_9,13,0.89,1.21, Phoenix,69569
P1940,Product941 ,BATTERY PACKS,192.38,2022,3,169,W10,S103,17,125,23,18507.85,Supplier_4,14,0.9,0.84, Chicago,56222
P1806,Product807 ,brake pads,36.33,2023,11,412,W8,S116,40,457,5,9048.61,Supplier_17,29,0.8,0.77, Houston,20877
P1675, Product676,bolts,88.11,2022,9,411,W7,S141,457,309,18,42343.32,Supplier_42,11,0.92,0.4, Dallas,68292
P2951, Product1952,engine parts,94.26,2023,8,343,W10,S122,595,397,27,17127.64,Supplier_23,15,0.9,0.27, Chicago,56222
P1560,Product561 ,BRAKE PADS,86.22,2023,10,191,W5,S167,593,134,29,27394.53,Supplier_68,5,0.82,1.19, New York,43441
P3924,Product2925 ,brake pads,497.46,2023,4,158,W1,S169,618,50,25,32480.69,Supplier_70,26,0.81,0.12, Phoenix,69569
P2975,Product1976 ,BOLTS,72.4,2022,11,379,W7,S185,669,159,10,15902.14,Supplier_86,21,0.8,0.7, Dallas,68292
P3917, Product2918,gears,409.16,2022,11,322,W9,S125,900,186,14,46324.59,Supplier_26,22,0.98,0.46,San Diego ,47212
P2250,Product1251 ,bolts,371.44,2022,9,135,W6,S180,753,388,14,26309.81,Supplier_81,8,0.88,1.44,Los Angeles ,44647
P3363,Product2364 ,brake pads,393.95,2023,2,168,W4,S170,420,292,14,4168.88,Supplier_71,23,0.97,0.28, Chicago,78107
P1267, Product268,brake pads,11.7,2023,3,193,W7,S114,738,245,16,5462.18,Supplier_15,28,0.81,0.78, Dallas,68292
P1054, Product55,BOLTS,172.99,2022,6,410,W6,S132,26,306,13,18536,Supplier_33,9,0.98,0.37,Los Angeles ,44647
P2965, Product1966,bolts,419.9,2023,2,307,W9,S175,689,415,18,31176.06,Supplier_76,13,1,0.96,San Diego ,47212
P3803,Product2804 ,battery packs,105.05,2023,5,461,W5,S168,742,92,27,9603.72,Supplier_69,12,0.84,1.04, New York,43441
P2250,Product1251 ,bolts,371.44,2023,6,320,W6,S180,753,388,14,26309.81,Supplier_81,8,0.88,1.44,Los Angeles ,44647
P3372,Product2373 ,battery packs,67.49,2023,9,222,W2,S138,290,114,18,16343.4,Supplier_39,24,0.91,0.54, Dallas,37687
P2074, Product1075,GEARS,271.6,2023,10,102,W4,S113,105,134,28,3662.33,Supplier_14,25,0.81,1.39, Chicago,78107
P1887, Product888,BOLTS,450.35,2023,9,143,W10,S161,968,151,20,35486.18,Supplier_62,12,0.92,0.57, Chicago,56222
P2075, Product1076,BATTERY PACKS,453.78,2022,11,253,W4,S177,507,214,12,5272.1,Supplier_78,22,0.99,0.86, Chicago,78107
P1640, Product641,ENGINE PARTS,348.33,2022,1,2980,W2,S142,696,393,28,38072.12,Supplier_43,8,0.85,0.92, Dallas,37687
P2144, Product1145,brake pads,64.61,2022,8,286,W1,S175,745,146,13,35549.96,Supplier_76,13,1,0.52, Phoenix,69569
P2680, Product1681,brake pads,274.8,2023,11,422,W5,S159,1210,415,16,20652.51,Supplier_60,13,0.96,1.21, New York,43441
P2911, Product1912,GEARS,421.25,2023,8,393,W7,S121,628,123,18,26410.07,Supplier_22,11,0.88,0.7, Dallas,68292
P3148, Product2149,battery packs,154.35,2023,12,473,W3,S150,261,205,12,44430.26,Supplier_51,23,0.98,0.25,Philadelphia ,48714
P3779, Product2780,ENGINE PARTS,97.84,2023,8,495,W4,S120,554,241,16,20010.83,Supplier_21,28,0.89,0.72, Chicago,78107
P1234, Product235,gears,78.43,2022,6,127,W4,S155,648,155,20,39055.87,Supplier_56,13,0.91,0.26, Chicago,78107
P2605,Product1606 ,bolts,449.44,2022,7,159,W5,S168,955,407,23,40682.53,Supplier_69,12,0.84,1.05, New York,43441
P2125, Product1126,BRAKE PADS,198.6,2022,7,399,W9,S133,16,379,22,47293.57,Supplier_34,13,0.85,0.6,San Diego ,47212
P2175,Product1176 ,ENGINE PARTS,189.2,2023,7,52,W2,S179,873,147,8,34475.3,Supplier_80,11,0.92,0.83, Dallas,37687
P3171,Product2172 ,brake pads,414.96,2023,5,425,W8,S136,833,325,21,2411.23,Supplier_37,23,0.94,0.91, Houston,20877
P1934,Product935 ,GEARS,204.42,2023,5,381,W6,S195,552,122,18,45262.81,Supplier_96,13,0.93,0.41,Los Angeles ,44647
P2935, Product1936,bolts,237.11,2022,6,73,W9,S145,472,462,25,49626.27,Supplier_46,27,0.83,1.15,San Diego ,47212
P2120,Product1121 ,engine parts,21.81,2022,6,393,W3,S144,851,267,24,25833.25,Supplier_45,14,0.89,0.47,Philadelphia ,48714
P3650,Product2651 ,BATTERY PACKS,56.49,2023,9,336,W10,S184,890,62,20,40781.33,Supplier_85,15,0.8,0.71, Chicago,56222
P3888,Product2889 ,battery packs,168.66,2022,1,342,W10,S129,460,51,18,3318.05,Supplier_30,6,0.84,0.18, Chicago,56222
P3808, Product2809,BATTERY PACKS,384.43,2023,12,371,W8,S191,171,405,18,49451.48,Supplier_92,17,0.92,0.25, Houston,20877
P2851, Product1852,BRAKE PADS,488.6,2023,5,2290,W7,S118,520,498,19,42600.36,Supplier_19,5,0.83,0.2, Dallas,68292
P1365,Product366 ,BATTERY PACKS,201.66,2023,7,479,W1,S179,496,136,21,18739.46,Supplier_80,11,0.92,1.22, Phoenix,69569
P1520, Product521,bolts,55.76,2022,10,310,W2,S166,538,481,28,29872.42,Supplier_67,6,0.88,1.22, Dallas,37687
P3625, Product2626,ENGINE PARTS,179.98,2022,11,233,W8,S110,113,92,17,21197.5,Supplier_11,7,0.9,0.82, Houston,20877
P3696, Product2697,BATTERY PACKS,318.6,2023,8,482,W2,S170,864,194,9,37490.89,Supplier_71,23,0.97,0.99, Dallas,37687
P1190, Product191,engine parts,469.55,2023,1,421,W8,S114,475,102,24,7490.65,Supplier_15,28,0.81,0.34, Houston,20877
P2507,Product1508 ,brake pads,213.77,2022,4,265,W4,S138,550,196,20,45505.02,Supplier_39,24,0.91,0.38, Chicago,78107
P2952, Product1953,bolts,60.27,2022,3,76,W9,S180,900,239,23,44840.83,Supplier_81,8,0.88,1.01,San Diego ,47212
P2971, Product1972,BATTERY PACKS,118.25,2022,12,78,W4,S159,808,156,26,43709.99,Supplier_60,13,0.96,0.72, Chicago,78107
P1212,Product213 ,GEARS,279.32,2023,8,77,W9,S136,919,345,10,30807.8,Supplier_37,23,0.94,0.21,San Diego ,47212
P2022, Product1023,brake pads,196.53,2022,12,271,W3,S161,189,252,23,32286.62,Supplier_62,12,0.92,0.64,Philadelphia ,48714
P2670,Product1671 ,brake pads,318.13,2022,8,610,W6,S161,321,237,28,48276.77,Supplier_62,12,0.92,0.96,Los Angeles ,44647
P3167,Product2168 ,brake pads,300.24,2023,7,177,W10,S145,99,168,22,14194.03,Supplier_46,27,0.83,0.95, Chicago,56222
P1582,Product583 ,BRAKE PADS,163.9,2023,4,139,W5,S199,611,153,8,29073.77,Supplier_100,29,0.8,0.87, New York,43441
P1757,Product758 ,bolts,234.62,2022,10,410,W6,S140,59,390,8,10747.52,Supplier_41,20,0.97,1.01,Los Angeles ,44647
P2929, Product1930,ENGINE PARTS,479.7,2023,3,266,W9,S116,86,100,22,27938.57,Supplier_17,29,0.8,0.44,San Diego ,47212
P2787,Product1788 ,GEARS,186.03,2022,10,243,W3,S108,727,236,18,16387.37,Supplier_9,13,0.89,0.57,Philadelphia ,48714
P2891,Product1892 ,battery packs,318.54,2023,4,229,W9,S159,100,374,16,28158.78,Supplier_60,13,0.96,0.24,San Diego ,47212
P3426, Product2427,engine parts,490.31,2023,2,147,W1,S154,269,396,18,14151.69,Supplier_55,26,0.9,0.41, Phoenix,69569
P1514,Product515 ,brake pads,11.67,2023,11,441,W3,S160,47,355,19,32733.33,Supplier_61,22,0.83,0.25,Philadelphia ,48714
P1931,Product932 ,battery packs,261.66,2022,3,379,W2,S190,30,226,18,17460.82,Supplier_91,22,0.98,0.38, Dallas,37687
P2348, Product1349,GEARS,452.22,2023,2,198,W6,S136,136,464,15,24900.59,Supplier_37,23,0.94,1.24,Los Angeles ,44647
P1286,Product287 ,BATTERY PACKS,225.01,2023,11,215,W3,S108,879,459,8,12232.44,Supplier_9,13,0.89,0.32,Philadelphia ,48714
P1076, Product77,BRAKE PADS,407.34,2022,6,183,W7,S105,552,331,16,44488.48,Supplier_6,14,0.9,0.48, Dallas,68292
P1281,Product282 ,BRAKE PADS,497.28,2023,6,97,W5,S189,412,115,15,31880.47,Supplier_90,11,0.97,0.41, New York,43441
P3397, Product2398,GEARS,196.94,2023,6,385,W5,S106,803,227,9,35718.67,Supplier_7,29,0.94,1.24, New York,43441
P2979, Product1980,ENGINE PARTS,488.01,2022,2,238,W2,S142,536,375,21,1170.14,Supplier_43,8,0.85,0.95, Dallas,37687
P1759,Product760 ,engine parts,99.58,2022,11,473,W8,S106,982,251,13,20824.35,Supplier_7,29,0.94,0.75, Houston,20877
P2853, Product1854,BRAKE PADS,97.81,2022,9,370,W6,S192,193,481,11,27590.14,Supplier_93,16,0.89,0.82,Los Angeles ,44647
P2280,Product1281 ,BRAKE PADS,463.1,2022,10,168,W2,S117,912,70,21,27647.4,Supplier_18,22,0.88,1.38, Dallas,37687
P3530,Product2531 ,BATTERY PACKS,371.29,2022,9,454,W2,S130,229,447,5,16653.52,Supplier_31,7,0.84,1.44, Dallas,37687
P2784,Product1785 ,gears,375.88,2022,1,431,W8,S169,374,376,24,47720.74,Supplier_70,26,0.81,0.67, Houston,20877
P2607, Product1608,bolts,124.65,2022,8,69,W9,S116,504,120,11,36066.37,Supplier_17,29,0.8,0.41,San Diego ,47212
P1925, Product926,engine parts,416.37,2022,2,279,W7,S130,972,276,23,31609.5,Supplier_31,7,0.84,0.4, Dallas,68292
P3956,Product2957 ,brake pads,281.18,2023,10,451,W4,S138,178,245,28,10339.88,Supplier_39,24,0.91,1.27, Chicago,78107
P3271,Product2272 ,BATTERY PACKS,200.47,2022,1,128,W3,S188,858,64,23,39941.1,Supplier_89,20,0.95,0.59,Philadelphia ,48714
P1478, Product479,ENGINE PARTS,300.3,2022,3,188,W5,S161,35,124,13,34689.69,Supplier_62,12,0.92,0.15, New York,43441
P1046,Product47 ,BATTERY PACKS,323.43,2022,4,218,W2,S102,502,51,23,12150.36,Supplier_3,28,0.9,0.73, Dallas,37687
P1225,Product226 ,engine parts,243.13,2023,6,308,W2,S103,511,52,10,48203.71,Supplier_4,14,0.9,0.14, Dallas,37687
P2854,Product1855 ,engine parts,126.81,2023,7,134,W4,S161,143,52,9,20847.01,Supplier_62,12,0.92,1.16, Chicago,78107
P1190, Product191,engine parts,469.55,2022,7,444,W8,S114,475,102,24,7490.65,Supplier_15,28,0.81,0.34, Houston,20877
P3764,Product2765 ,bolts,374.62,2022,12,93,W8,S119,425,457,13,20873.87,Supplier_20,8,0.82,0.31, Houston,20877
P3475,Product2476 ,BATTERY PACKS,498.49,2022,7,444,W10,S181,357,185,10,6737.81,Supplier_82,13,0.91,0.43, Chicago,56222
P1969,Product970 ,BATTERY PACKS,434.06,2023,2,214,W2,S136,31,382,27,43708.33,Supplier_37,23,0.94,0.55, Dallas,37687
P3161, Product2162,bolts,261.67,2022,8,334,W4,S171,648,236,6,10953.42,Supplier_72,27,0.81,0.62, Chicago,78107
P3576,Product2577 ,BRAKE PADS,369.4,2023,1,344,W5,S117,289,150,27,13374.54,Supplier_18,22,0.88,0.93, New York,43441
P2490, Product1491,gears,125.87,2023,8,333,W6,S160,783,474,25,27885.35,Supplier_61,22,0.83,0.32,Los Angeles ,44647
P2017,Product1018 ,BRAKE PADS,269.59,2023,9,436,W10,S121,102,341,17,10491.21,Supplier_22,11,0.88,0.46, Chicago,56222
P3165,Product2166 ,BATTERY PACKS,91.54,2022,12,479,W5,S153,134,126,18,15612.96,Supplier_54,15,0.82,1.44, New York,43441
P2525,Product1526 ,BOLTS,97.6,2023,8,135,W6,S145,581,309,9,46484.82,Supplier_46,27,0.83,1.38,Los Angeles ,44647
P3243, Product2244,ENGINE PARTS,67.61,2023,6,384,W4,S154,586,498,20,27364.19,Supplier_55,26,0.9,0.85, Chicago,78107
P1286,Product287 ,BATTERY PACKS,225.01,2022,6,456,W3,S108,879,459,8,12232.44,Supplier_9,13,0.89,0.32,Philadelphia ,48714
P3161, Product2162,bolts,261.67,2022,6,75,W4,S171,648,236,6,10953.42,Supplier_72,27,0.81,0.62, Chicago,78107
P1192, Product193,ENGINE PARTS,64.97,2022,8,460,W7,S125,546,353,20,28929.19,Supplier_26,22,0.98,0.98, Dallas,68292
